cite,question_id,question,choices,answer,chapter
"한국 경제는 앞으 로도 더욱 성장할 것으로 기대되고 있다. 이를 위하여 한국은 우수한 노동력 확보는 물론, 첨단 기술 개발 등에도 힘쓰고 있다.",1179,한국이 경제 성장을 위해 힘쓰고 있는 분야는 무엇인가?,"1. 우수한 노동력 확보와 첨단 기술 개발
2. 자원 개발
3. 자본 축적
4. 무역 확대
",우수한 노동력 확보와 첨단 기술 개발,25
"물론, 첨단 기술 개발 등에도 힘쓰고 있다.",1180,한국이 어떤 분야에도 힘을 쓰고 있는가?,"1. 농업
2. 첨단 기술 개발
3. 문화 예술
4. 스포츠
",첨단 기술 개발,25
한국의 수출 증가 추이 한국의 수출액은 계속되는 경제위기 속에서도 해를 거듭하며 증가하고 있다.,1181,한국의 수출액은 경제위기 속에서 어떤 추이를 보이고 있는가?,"1. 감소
2. 변동 없음
3. 증가
4. 불안정
",증가,25
"1964년 처음 1억 달러를 넘어선 이후로 1977년에 100억 달러, 1995년에는 1,000억 달러, 2011년에는 5,000억 달러를 넘어섰다.",1182,한국의 수출액이 처음으로 1억 달러를 넘어선 년도는 언제인가?,"1. 1964년
2. 1977년
3. 1995년
4. 2011년
",1964년,25
"1964년 처음 1억 달러를 넘어선 이후로 1977년에 100억 달러, 1995년에는 1,000억 달러, 2011년에는 5,000억 달러를 넘어섰다.",1183,"한국의 수출액이 처음으로 5,000억 달러를 넘어선 년도는 언제인가?","1. 1964년
2. 1977년
3. 1995년
4. 2011년
",2011년,25
"2013년에는 약 5,600억 달러의 수출액을 기록하며 세계 수출국가 7위를 차지 하였다.",1184,2013년 한국의 수출액은 얼마였는가?,"1. 1,000억 달러
2. 5,000억 달러
3. 5,600억 달러
4. 10,000억 달러
","5,600억 달러",25
"2013년에는 약 5,600억 달러의 수출액을 기록하며 세계 수출국가 7위를 차지 하였다.",1185,2013년 한국은 세계 수출국가 중 몇 위를 차지하였는가?,"1. 1위
2. 3위
3. 5위
4. 7위
",7위,25
"1977년에 100억 달러, 1995년에는 1,000억 달러",1186,한국의 수출액이 처음으로 100억 달러를 넘어선 년도는 언제인가?,"1. 1964년
2. 1977년
3. 1995년
4. 2011년
",1977년,25
"1977년에 100억 달러, 1995년에는 1,000억 달러",1187,"한국의 수출액이 처음으로 1,000억 달러를 넘어선 년도는 언제인가?","1. 1964년
2. 1977년
3. 1995년
4. 2011년
",1995년,25
한국의 수출 증가 추이 한국의 수출액은 계속되는 경제위기 속에서도 해를 거듭하며 증가하고 있다.,1188,한국의 수출액은 어떤 상황에서도 증가하고 있는가?,"1. 경제 호황
2. 경제 침체
3. 경제 위기
4. 경제 안정
",경제 위기,25
"물론, 첨단 기술 개발 등에도 힘쓰고 있다.",1189,한국이 힘을 쓰고 있는 기술 개발은 어떤 분야인가?,"1. 기본 과학
2. 첨단 기술
3. 전통 기술
4. 생활 기술
",첨단 기술,25
"한국의 무역규모는 지난 2011년 1조 달러를 넘어선 이후로 꾸준히 세계 8위의 자리를 지키고 있으며, 특히 2013년에는 세계적인 경제 불황 속에서도 5,600억 달러의 수출액을 기록하며 세계에서 수출 7위를 차지하였다.",390,2011년 이후 한국의 무역 규모는 세계 몇 위를 지키고 있었나요?,"1. 5위
2. 6위
3. 7위
4. 8위
",8위,26
"전 세계적으로 한국이 1위를 차지하고 있는 제품에는 스마트폰, PDP 패널, D램, 평면 TV 등 첨단 제품 들이 많다.",391,한국이 전 세계적으로 1위를 차지하고 있는 제품 중 하나는 무엇인가요?,"1. 스마트폰
2. 냉장고
3. 세탁기
4. 에어컨
",스마트폰,26
"한국의 10대 교역품목을 살펴보면 반도체가 10.7%, 석유제품이 9.2%, 자동차가 8.4%, 선박 해양구조물이 7.0%, 무선통신기기가 5.1% 등 으로 첨단제품들이 상위를 차지하고 있다.",392,한국의 10대 교역품목 중 가장 비율이 높은 것은 무엇인가요?,"1. 반도체
2. 석유제품
3. 자동차
4. 선박 해양구조물
",반도체,26
"더불어 2004년 한-칠레 자유무역협정(FTA)을 시작으로 현재 EU, 미국, 인도, ASEAN 등 9개국과의 자유무역협정이 발효 중이며, 호주·캐나다·중국 등과도 자유무역협정이 타결되어 국회 비준을 앞두고 있다.",393,한국이 첫 자유무역협정(FTA)을 맺은 나라는 어디인가요?,"1. 미국
2. 인도
3. 칠레
4. EU
",칠레,26
"이로서 한국은 세계 3대 시장 (미국, 중국, EU)과 무역을 할 때 관세를 줄이거나 없애게 되어, 앞으로 무역 강국 으로서의 위상은 더욱 높아질 전망이다.",394,한국이 무역을 할 때 관세를 줄이거나 없애게 되는 세계 3대 시장은 무엇인가요?,"1. 미국, 중국, EU
2. 미국, 중국, 일본
3. 미국, EU, 일본
4. 중국, EU, 일본
","미국, 중국, EU",26
주요 국가의 경제규모 2014년 7월 한국은행과 세계은행의 세계발전 지수 (World Development Indicators) 자료에 따르면 세계에서 가장 경제규모가 큰 나라는 미국으로 국내총생산(GDP)가 16조 8천 억 달러에 달했다.,395,2014년 7월에 세계에서 가장 경제규모가 큰 나라는 어디인가요?,"1. 미국
2. 중국
3. 일본
4. 한국
",미국,26
"그 뒤를 중국이 9조 2천억 달러로 이었으며, 3위는 일본으로 4조 9천억 달러였다.",396,2014년 7월에 세계에서 경제규모가 두 번째로 큰 나라는 어디인가요?,"1. 미국
2. 중국
3. 일본
4. 한국
",중국,26
"한편, 2013년 한국의 명목 국내총생산(GDP) 규모는 1조3천45억 달러로 전 세계에서 14위를 차지했다.",397,2013년 한국의 명목 GDP 규모는 세계에서 몇 위를 차지했나요?,"1. 10위
2. 11위
3. 12위
4. 14위
",14위,26
"관세 수출입 상품에 매기는 세금 FTA 발효국가(2015년 기준) 칠레, 싱가포르, EFTA(4개국),",398,2015년 기준으로 한국이 FTA를 체결한 국가 중 하나는 무엇인가요?,"1. 미국
2. 중국
3. 칠레
4. 일본
",칠레,26
"한국, 첨단산업 시대의 무역 강국이 되다.",399,한국은 어떤 시대의 무역 강국이 되었나요?,"1. 첨단산업 시대
2. 산업화 시대
3. 정보화 시대
4. 농업 시대
",첨단산업 시대,26
2012년 2위였던 일본과 3위였던 중국의 순위가 뒤바뀌는 결과가 나왔다.,400,2012년에 일본과 중국의 순위가 어떻게 바뀌었나요?,"1. 일본이 2위에서 1위로, 중국이 3위에서 2위로
2. 일본이 2위에서 3위로, 중국이 3위에서 2위로
3. 일본이 1위에서 2위로, 중국이 2위에서 3위로
4. 일본이 3위에서 2위로, 중국이 2위에서 3위로
","일본이 2위에서 3위로, 중국이 3위에서 2위로",26
2013년 한국의 명목 국내총생산(GDP) 규모는 1조3천45억 달러로 전 세계에서 14위를 차지했다.,401,2013년 한국의 GDP 규모는 전 세계에서 몇 위였나요?,"1. 10위
2. 12위
3. 14위
4. 16위
",14위,26
한국은 1996년에 경제협력개발기구(OECD)에 가입하였다.,402,한국이 OECD에 가입한 년도는 언제인가요?,"1. 1994년
2. 1996년
3. 1998년
4. 2000년
",1996년,26
"2000년에는 아시아유럽정상회의(ASEM)가, 그리고 2005년에는 아시아-태평양 지역 국가들의 경제협력 회의인 APEC 회담이 한국에서 열렸다.",403,2005년에 한국에서 열린 경제협력 회의는 무엇인가요?,"1. ASEM
2. APEC
3. G20
4. ASEAN
",APEC,26
2010년에는 세계 경제 문제에 공동으로 대응하기 위해 만들어진 G20(주요 20개국)정상회의가 서울에서 개최되었다.,404,2010년에 서울에서 개최된 정상회의는 무엇인가요?,"1. ASEM
2. APEC
3. G20
4. ASEAN
",G20,26
2009년에 OECD의 개발원조위원회(DAC) 회원국으로 인정받은 한국은 이전에 다른 나라로부터 도움을 받아 온 나라에서 도움을 주는 나라로 바뀐 첫 번째 사례로 꼽힌다.,405,한국이 OECD의 DAC 회원국으로 인정받은 년도는 언제인가요?,"1. 2007년
2. 2008년
3. 2009년
4. 2010년
",2009년,26
"FTA 발효국가(2015년 기준) 칠레, 싱가포르, EFTA(4개국), 아세안(10개국), 인도, EU(28개국), 페루, 미국, 터키, 호주, 캐나다, 중국, 뉴질랜드, 베트남",406,"2015년 기준, 한국과 FTA를 체결한 국가 중 아세안은 몇 개국인가요?","1. 4개국
2. 10개국
3. 28개국
4. 20개국
",10개국,26
FTA 서명/타격국가 (2015년 기준) 콜롬비아,407,"2015년 기준, 한국이 FTA를 서명하거나 타격한 국가는 어디인가요?","1. 콜롬비아
2. 칠레
3. 싱가포르
4. 미국
",콜롬비아,26
한국에서는 세계 주요 나라의 지도자들이 모여서 경제 문제로 회의를 열기도 하였다.,408,한국에서는 어떤 주제로 세계 주요 나라의 지도자들이 모이는 회의를 열었나요?,"1. 문화 문제
2. 환경 문제
3. 국방 문제
4. 경제 문제
",경제 문제,26
"이는 한국이 경제적, 정치적, 사회적으로 선진국의 자격을 갖추었음을 국제적으로 인정받은 것이다.",409,한국이 OECD에 가입한 것은 어떤 것을 국제적으로 인정받은 것인가요?,"1. 경제적, 정치적, 사회적으로 선진국의 자격을 갖추었다는 것
2. 경제적, 정치적, 사회적으로 개발도상국의 자격을 갖추었다는 것
3. 경제적, 정치적, 사회적으로 신흥국의 자격을 갖추었다는 것
4. 경제적, 정치적, 사회적으로 후진국의 자격을 갖추었다는 것
","경제적, 정치적, 사회적으로 선진국의 자격을 갖추었다는 것",26
2009년에 OECD의 개발원조위원회(DAC) 회원국으로 인정받은 한국은 이전에 다른 나라로부터 도움을 받아 온 나라에서 도움을 주는 나라로 바뀐 첫 번째 사례로 꼽힌다.,410,한국이 OECD의 개발원조위원회(DAC) 회원국으로 인정받은 년도는 언제인가?,"1. 2007년
2. 2008년
3. 2009년
4. 2010년
",2009년,26
한국국제협력단(KOICA)은 인도네시아의 저소득층 청년들의 취업을 돕기 위해 포스코 현지 제철소와 함께 사회적 기업 ‘KP Social Enterprise(SE)’을 설립하였다.,411,한국국제협력단(KOICA)이 포스코와 함께 설립한 사회적 기업의 이름은 무엇인가?,"1. KP Social Enterprise
2. KO Social Enterprise
3. POSCO Social Enterprise
4. Korea Social Enterprise
",KP Social Enterprise,26
일정 수준까지 교육을 받은 청년들은 포스코 현지 제철소나 관련 기업에 취직할 수 있는 기회도 얻게 된다.,412,KP Social Enterprise에서 교육을 받은 청년들이 얻게 되는 기회는 무엇인가?,"1. 포스코 현지 제철소나 관련 기업에 취직할 기회
2. 해외 유학 기회
3. 대학 장학금
4. 기업 인턴십
",포스코 현지 제철소나 관련 기업에 취직할 기회,26
"KOICA와 포스코는 이 사회적 기업을 통해 인도네시아 저소득층 청년들을 고용하고, 수익금이 생기면 지역의 소외계층 지원, 창업 희망 청년들의 교육 및 창업 지원, 초기 사업비 지원 등에 사용할 계획이라고 한다.",413,KOICA와 포스코는 KP Social Enterprise의 수익금을 어떻게 사용할 계획인가?,"1. 지역의 소외계층 지원, 창업 희망 청년들의 교육 및 창업 지원, 초기 사업비 지원
2. 기업 홍보비
3. 기업의 연구개발비
4. 기업의 확장 비용
","지역의 소외계층 지원, 창업 희망 청년들의 교육 및 창업 지원, 초기 사업비 지원",26
"OECD 경제 성장, 어려운 나라 원조, 무역 확대를 목적으로 하는 선진국들의 모임으로서 2014년 기준으로 회원국 은 34개국이다.",414,2014년 기준 OECD 회원국의 수는 몇 개국인가?,"1. 30개국
2. 32개국
3. 34개국
4. 36개국
",34개국,26
지속 가능한 성장 미래 후손이 충분히 쓸 수 있을 만큼의 환경과 자원을 남겨 놓고 하는 성장,415,지속 가능한 성장이란 무엇인가?,"1. 미래 후손이 충분히 쓸 수 있을 만큼의 환경과 자원을 남겨 놓고 하는 성장
2. 빠른 속도로 이루어지는 성장
3. 단기간에 이루어지는 성장
4. 한정된 자원을 모두 사용하는 성장
",미래 후손이 충분히 쓸 수 있을 만큼의 환경과 자원을 남겨 놓고 하는 성장,26
KOICA 측은 “앞으로 우리나라 기업이 가지고 있는 전문성과 역량을 끌어내 개발도상국 소외계층이 스스로 일어설 수 있도록 지원할 것”이라고 밝혔다.,416,KOICA는 앞으로 어떤 방식으로 개발도상국 소외계층을 지원할 계획이라고 밝혔는가?,"1. 우리나라 기업이 가지고 있는 전문성과 역량을 끌어내 개발도상국 소외계층이 스스로 일어설 수 있도록 지원
2. 직접적인 금전적 지원
3. 물자 지원
4. 군사적 지원
",우리나라 기업이 가지고 있는 전문성과 역량을 끌어내 개발도상국 소외계층이 스스로 일어설 수 있도록 지원,26
"이곳에서 일하는 청년들은 배수로 공사, 산림 보호, 자원 재활용 등의 일을 하면서 동시에 교육도 받는다.",417,KP Social Enterprise에서 일하는 청년들이 하는 일은 무엇인가?,"1. 배수로 공사, 산림 보호, 자원 재활용
2. 농업, 축산업, 어업
3. 제조업, 서비스업, 건설업
4. 정보통신업, 금융업, 부동산업
","배수로 공사, 산림 보호, 자원 재활용",26
다하기 위해 이제는 경제가 어려운 다른 나라들을 적극적으로 돕는 역할도 하고 있다.,418,현재 한국이 적극적으로 돕는 나라들의 특징은 무엇인가?,"1. 경제가 어려운 나라들
2. 군사적으로 약한 나라들
3. 인구가 많은 나라들
4. 자원이 풍부한 나라들
",경제가 어려운 나라들,26
"OECD 경제 성장, 어려운 나라 원조, 무역 확대를 목적으로 하는 선진국들의 모임으로서 2014년 기준으로 회원국 은 34개국이다.",419,OECD의 주요 목적은 무엇인가?,"1. 경제 성장, 어려운 나라 원조, 무역 확대
2. 군사력 확대, 기술 개발, 교육 개선
3. 문화 교류, 인권 보호, 환경 보호
4. 과학 기술 연구, 인구 관리, 에너지 개발
","경제 성장, 어려운 나라 원조, 무역 확대",26
은행과 거래하려면 무엇이 필요할까? 한국에서 시민들이 많이 이용하는 은행으로는 시중은행과 지방은행이 있다.,1070,한국에서 시민들이 많이 이용하는 은행의 종류는 무엇인가?,"1. 시중은행과 지방은행
2. 국민은행과 우리은행
3. 하나은행과 기업은행
4. 신한은행과 국민은행
",시중은행과 지방은행,27
은행을 이용하기 위해서는 은행 계좌가 있어야 한다. 은행 계좌를 만들기 위해서는 반드시 본인이 신분증을 가지고 직접 은행을 방문해야 한다.,1071,은행 계좌를 만들기 위해 필요한 것은 무엇인가?,"1. 신분증
2. 여권
3. 외국인등록증
4. 운전면허증
",신분증,27
한국에서는 모든 금융 거래를 본인 자신의 이름으로 하도록 하는 ‘금융 실명제’가 실시되고 있기 때문이다.,1072,한국에서 금융 거래를 할 때 반드시 지켜야 하는 제도는 무엇인가?,"1. 금융 실명제
2. 금융 익명제
3. 금융 실명화
4. 금융 익명화
",금융 실명제,27
외국인이 은행에서 계좌를 만들기 위해서는 여권과 외국인등록 증이 필요하다.,1073,외국인이 한국에서 은행 계좌를 만들기 위해 필요한 서류는 무엇인가?,"1. 여권과 외국인등록증
2. 신분증과 여권
3. 외국인등록증과 운전면허증
4. 여권과 운전면허증
",여권과 외국인등록증,27
"은행에 계좌를 만든 후에는 ATM(현금인출기), 인터넷뱅킹, 스마트폰 뱅킹 등 자신에게 편리한 방법을 자유롭게 선택하여 금융거래를 할 수 있다.",1074,은행 계좌를 만든 후에 이용할 수 있는 금융거래 방법은 무엇인가?,"1. ATM, 인터넷뱅킹, 스마트폰 뱅킹
2. 인터넷뱅킹, 스마트폰 뱅킹, 전화뱅킹
3. ATM, 전화뱅킹, 인터넷뱅킹
4. 스마트폰 뱅킹, 전화뱅킹, ATM
","ATM, 인터넷뱅킹, 스마트폰 뱅킹",27
인터넷 뱅킹이나 스마트폰뱅킹은 특히 송금 수수료 등을 줄일 수 있기 때문에 최근에 이를 이용하는 사람들이 많아지고 있다.,1075,인터넷 뱅킹이나 스마트폰 뱅킹을 이용하는 주된 이유는 무엇인가?,"1. 송금 수수료를 줄일 수 있기 때문
2. 보안이 더 강화되어 있기 때문
3. 은행에 직접 가지 않아도 되기 때문
4. 금융 거래가 더 빠르기 때문
",송금 수수료를 줄일 수 있기 때문,27
"대표적인 저축 상품으로는 보통예금, 정기적금, 정기예금이 있다.",1076,대표적인 저축 상품에는 어떤 것들이 있는가?,"1. 보통예금, 정기적금, 정기예금
2. 정기예금, 적금, 주식
3. 보통예금, 적금, 주식
4. 정기예금, 보통예금, 주식
","보통예금, 정기적금, 정기예금",27
이들 은행은 상대적으로 규모가 크고 안전하여 개인이 안심하고 돈을 맡길 수 있다.,1077,시중은행과 지방은행의 주요 특징은 무엇인가?,"1. 규모가 크고 안전하다
2. 규모가 작고 안전하다
3. 규모가 크고 위험하다
4. 규모가 작고 위험하다
",규모가 크고 안전하다,27
하지만 이 은행들은 안전성이 높은 대신 예금 금리가 상대적으로 낮은 편이다.,1078,시중은행과 지방은행의 단점은 무엇인가?,"1. 예금 금리가 상대적으로 낮다
2. 예금 금리가 상대적으로 높다
3. 서비스가 불편하다
4. 지점이 적다
",예금 금리가 상대적으로 낮다,27
자신의 이름을 다른 사람에게 빌려주거나 다른 사람의 이름을 빌려서 계좌를 만들면 처벌을 받게 된다.,1079,금융 실명제를 위반하면 어떤 결과를 초래하는가?,"1. 처벌을 받게 된다
2. 은행 계좌를 만들 수 없게 된다
3. 금융 거래가 제한된다
4. 은행에서 서비스를 받을 수 없게 된다
",처벌을 받게 된다,27
이용하는 사람들이 많아지고 있다. 예금 금융기관에 돈을 맡김 금리 이자율이라고도 함 입금 돈을 은행에 맡기는 것 출금 돈을 은행에서 찾는 것 만기일 약속해 놓은 날짜 원금 자신이 맡긴 돈 해지 계약을 중지하는 것,1080,금리는 어떤 것을 의미하는가?,"1. 돈을 은행에 맡기는 것
2. 돈을 은행에서 찾는 것
3. 약속해 놓은 날짜
4. 예금 금융기관에 돈을 맡김에 따른 이자율
",예금 금융기관에 돈을 맡김에 따른 이자율,27
"대표적인 저축 상품으로는 보통예금, 정기적금, 정기예금이 있다.",1081,다음 중 저축 상품으로 옳지 않은 것은 무엇인가?,"1. 보통예금
2. 정기적금
3. 정기예금
4. 정기대출
",정기대출,27
"보통예금은 거래 금액, 기간, 입금과 출금 횟수 등에 아무런 제한 없이 자유롭게 거래할 수 있는 상품이다.",1082,보통예금의 특징은 무엇인가?,"1. 거래 금액, 기간, 입금과 출금 횟수에 제한이 있다.
2. 거래 금액, 기간, 입금과 출금 횟수에 아무런 제한 없이 자유롭게 거래할 수 있다.
3. 금리가 높다.
4. 만기일이 정해져 있다.
","거래 금액, 기간, 입금과 출금 횟수에 아무런 제한 없이 자유롭게 거래할 수 있다.",27
정기적금은 일정한 금액을 정기적으로 입금하고 만기일에 원금과 이자를 한꺼번에 받는 상품이다.,1083,정기적금의 특징은 무엇인가?,"1. 일정한 금액을 정기적으로 입금하고 만기일에 원금과 이자를 한꺼번에 받는다.
2. 거래 금액, 기간, 입금과 출금 횟수에 아무런 제한 없이 자유롭게 거래할 수 있다.
3. 금리가 높다.
4. 만기일이 정해져 있다.
",일정한 금액을 정기적으로 입금하고 만기일에 원금과 이자를 한꺼번에 받는다.,27
정기예금은 기간과 금액을 미리 결정하고 비교적 큰 금액을 한꺼번에 예금하는 상품이다.,1084,정기예금의 특징은 무엇인가?,"1. 기간과 금액을 미리 결정하고 비교적 큰 금액을 한꺼번에 예금한다.
2. 일정한 금액을 정기적으로 입금하고 만기일에 원금과 이자를 한꺼번에 받는다.
3. 거래 금액, 기간, 입금과 출금 횟수에 아무런 제한 없이 자유롭게 거래할 수 있다.
4. 금리가 높다.
",기간과 금액을 미리 결정하고 비교적 큰 금액을 한꺼번에 예금한다.,27
주의할 것은 만기가 되기 전에 예금이나 적금을 해지하면 약속한 이자를 모두 받지 못한다는 점이다.,1085,만기가 되기 전에 예금이나 적금을 해지하면 어떤 결과를 초래하는가?,"1. 약속한 이자를 모두 받을 수 있다.
2. 약속한 이자를 모두 받지 못한다.
3. 원금을 받을 수 없다.
4. 계약을 취소할 수 없다.
",약속한 이자를 모두 받지 못한다.,27
"시중은행과 지방은행 외에 어떤 금융 기관이 있을까? 시중은행은 아니지만 농협, 수협, 우체국 등도 전국에 많은 지점을 두고 있고 안전 성이 높기 때문에 개인이 안심하고 편리하게 예금할 수 있는 금융 기관이다.",1086,시중은행 외에 개인이 안심하고 편리하게 예금할 수 있는 금융 기관으로 어떤 것들이 있는가?,"1. 농협, 수협, 우체국
2. 농협, 수협, 삼성증권
3. 삼성증권, 미래에셋증권, NH투자증권
4. 농협, 삼성증권, NH투자증권
","농협, 수협, 우체국",27
"한편, 시중은행에서 제공하는 금리가 너무 낮아 만족하지 못하는 사람은 상호저축은행을 이용할 수 있다.",1087,시중은행에서 제공하는 금리에 만족하지 못하는 사람이 이용할 수 있는 금융 기관은 무엇인가?,"1. 농협
2. 수협
3. 우체국
4. 상호저축은행
",상호저축은행,27
"상호저축은행은 시중은행보다 금리가 높은 편이지만, 시중은행에 비하여 규모가 작고 안전성이 다소 떨어지며 지점 수가 많지 않다.",1088,상호저축은행의 특징은 무엇인가?,"1. 시중은행보다 금리가 낮다.
2. 시중은행보다 규모가 크다.
3. 시중은행보다 금리가 높지만, 규모가 작고 안전성이 다소 떨어지며 지점 수가 많지 않다.
4. 시중은행보다 금리가 높지만, 규모가 크고 안전성이 높다.
","시중은행보다 금리가 높지만, 규모가 작고 안전성이 다소 떨어지며 지점 수가 많지 않다.",27
어떤 저축 상품에 가입하면 좋을까?,1089,어떤 저축 상품에 가입할지 결정하는 데 가장 중요한 요소는 무엇인가?,"1. 금리
2. 기간
3. 금액
4. 개인의 경제 상황과 목표
",개인의 경제 상황과 목표,27
8천만 원을 A은행에 예금하려고 합니다. 이 금액은 어떤 경우라도 모두 돌려받을 수 있나요? 그렇지 않습니다. 원금과 이자를 합쳐 1인당 최고 5천만 원까지만 보호해 줍니다.,1100,한 사람이 은행에 예금할 수 있는 보호받는 최대 금액은 얼마인가요?,"1. 1천만 원
2. 3천만 원
3. 5천만 원
4. 8천만 원
",5천만 원,27
그러므로 예금액이 많을 경우에는 여러 금융 기관에 나누어 예금하세요.,1101,예금액이 많을 경우 어떻게 해야 모두 보호받을 수 있나요?,"1. 한 은행에 모두 예금한다
2. 여러 금융 기관에 나누어 예금한다
3. 금액을 줄인다
4. 보호받을 수 없다
",여러 금융 기관에 나누어 예금한다,27
