cite,question_id,question,choices,answer,chapter
윤보선(4대) 1960-1962 박정희(5-9대) 1963-1979 최규하(10대) 1979-1980 전두환(11-12대) 1980-1988 노태우(13대) 1988-1993 김영삼(14대) 1993-1998 김대중(15대) 1998-2003 노무현(16대) 2003-2008 이명박(17대) 2008-2013 박근혜(18대) 2013-현재,110,박정희는 몇 대 대통령이었나요?,"1. 4대
2. 5-9대
3. 10대
4. 11-12대
",5-9대,20
"한국 민주정치의 발전에 영향을 미친 주요 사건으로는 대한민국 헌법의 제정과 대한민국 정부 수립, 그리고, 4·19혁명, 5·18 민주화운동, 1987년 6월 항쟁 등을 들 수 있다.",111,한국 민주정치의 발전에 영향을 미친 주요 사건 중 하나는 무엇인가요?,"1. 대한민국 헌법의 제정
2. 6·25 전쟁
3. 일본의 항복
4. 북한의 핵 실험
",대한민국 헌법의 제정,20
제헌국회는 1948년 7월 17일(제헌절)에 대한민국 헌법을 제정하였다.,112,대한민국 헌법이 제정된 날짜는 언제인가요?,"1. 1948년 5월 10일
2. 1948년 7월 17일
3. 1948년 8월 15일
4. 1945년 8월 15일
",1948년 7월 17일,20
"초대 대통령으로 이승만이 선출되고, 1948년 8월 15일에 대한민국 정부가 수립되었다.",113,대한민국의 초대 대통령은 누구인가요?,"1. 이승만
2. 윤보선
3. 박정희
4. 김영삼
",이승만,20
4·19혁명은 당시 여당이었던 자유당 정권이 장기 집권을 위해 1960년 3월 15일 국회의원 총선거에서 개표를 조작한 것에 반발한 시민들의 시위에서 시작되었다.,114,4·19혁명은 어떤 사건에 반발하여 시작되었나요?,"1. 국회의원 총선거 개표 조작
2. 대통령 선거 부정
3. 민주화 요구 시위
4. 경제 정책 반대 시위
",국회의원 총선거 개표 조작,20
"5·18민주화운동은 1980년 5월 18일부터 광주시민이 중심이 되어 전개한 것으로, 군인들이 정치에서 물러날 것과 민주정부를 수립할 것 등을 요구하였다.",115,5·18 민주화운동에서 광주시민들이 요구한 것은 무엇인가요?,"1. 군인들의 정치 개입 중단
2. 경제 개혁
3. 교육 개혁
4. 사회 개혁
",군인들의 정치 개입 중단,20
이 운동은 이후 한국의 민주화 과정에 큰 영향을 끼쳤다.,116,5·18 민주화운동은 어떤 과정에 큰 영향을 끼쳤나요?,"1. 한국의 경제 발전
2. 한국의 교육 발전
3. 한국의 민주화 과정
4. 한국의 사회 발전
",한국의 민주화 과정,20
1987년 6월 대통령 직선제 등과 같은 민주화를 주장하는 시민들의 시위가 전국으로,117,1987년 6월에 시민들이 주장한 것은 무엇인가요?,"1. 대통령 직선제
2. 국회의원 직선제
3. 지방자치제
4. 국민투표제
",대통령 직선제,20
1980년대에는 민주화를 요구하는 시민들의 요구가 더욱 많아졌지만 당시 정부가 그러한 요구를 충족하지 못했기 때문에 정부와 시민들이 충돌하는 경우가 많았다.,118,1980년대에 정부와 시민들이 충돌하는 경우가 많았던 이유는 무엇인가요?,"1. 정부의 경제 정책
2. 정부의 교육 정책
3. 정부의 민주화 요구 불충족
4. 정부의 사회 정책
",정부의 민주화 요구 불충족,20
4·19혁명으로 인해 결국 이승만 대통령은 대통령직에서 물러났다.,119,4·19혁명의 결과로 어떤 대통령이 대통령직에서 물러났나요?,"1. 이승만
2. 박정희
3. 노태우
4. 김영삼
",이승만,20
이후 한국의 민주화 과정에 큰 영향을 끼쳤다.,120,다음 중 한국의 민주화 과정에 큰 영향을 끼친 것은 무엇인가?,"1. 1980년대 민주화 요구
2. 대통령 직선제 개헌
3. 국회의 국정감사권 부활
4. 모두 옳다
",모두 옳다,20
1980년대에는 민주화를 요구하는 시민들의 요구가 더욱 많아졌지만 당시 정부가 그러한 요구를 충족하지 못했기 때문에 정부와 시민들이 충돌하는 경우가 많았다.,121,1980년대 한국에서 민주화를 요구하는 시민들과 정부 사이에 충돌이 자주 발생한 이유는 무엇인가?,"1. 시민들의 민주화 요구가 증가했지만, 정부가 그 요구를 충족하지 못했기 때문
2. 정부의 민주화 정책이 실패했기 때문
3. 시민들의 민주화 요구가 줄어들었기 때문
4. 정부와 시민들 사이의 의사소통이 원활하지 않았기 때문
","시민들의 민주화 요구가 증가했지만, 정부가 그 요구를 충족하지 못했기 때문",20
1987년 6월 대통령 직선제 등과 같은 민주화를 주장하는 시민들의 시위가 전국으로 확산되었고 결국 대통령 직선제 개헌이 이루어졌다.,122,1987년 6월에 전국으로 확산된 시민들의 시위의 결과는 무엇인가?,"1. 대통령 직선제 개헌
2. 국회의 국정감사권 부활
3. 정부의 무너짐
4. 시민들의 민주화 요구 충족
",대통령 직선제 개헌,20
또한 국회의 국정감사권 등과 같이 행정부를 견제할 수 있는 제도가 부활하면서 행정부의 권력과 국회의 권력이 이전보다 균형을 이루게 되었다.,123,국회의 국정감사권 부활이 한국에서 어떤 변화를 가져왔는가?,"1. 행정부의 권력 감소
2. 국회의 권력 증가
3. 행정부와 국회의 권력 균형
4. 국회의 권력 감소
",행정부와 국회의 권력 균형,20
1987년 6월 대통령 직선제 등과 같은 민주화를 주장하는 시민들의 시위가 전국으로 확산되었고 결국 대통령 직선제 개헌이 이루어졌다.,124,1987년에 대통령 직선제 개헌을 주장하는 시민들의 시위가 확산된 월은 언제인가?,"1. 5월
2. 6월
3. 7월
4. 8월
",6월,20
이후 한국의 민주화 과정에 큰 영향을 끼쳤다.,125,한국의 민주화 과정에 영향을 끼친 것은 어떤 시기 이후인가?,"1. 1970년대 이후
2. 1980년대 이후
3. 1990년대 이후
4. 2000년대 이후
",1980년대 이후,20
1980년대에는 민주화를 요구하는 시민들의 요구가 더욱 많아졌지만 당시 정부가 그러한 요구를 충족하지 못했기 때문에 정부와 시민들이 충돌하는 경우가 많았다.,126,1980년대에 민주화를 요구하는 시민들의 요구가 증가한 이유는 무엇인가?,"1. 당시 정부의 민주화 정책이 실패했기 때문
2. 시민들의 민주화 의식이 확산되었기 때문
3. 정부와 시민들 사이의 의사소통이 원활하지 않았기 때문
4. 모두 옳다
",시민들의 민주화 의식이 확산되었기 때문,20
1987년 6월 대통령 직선제 등과 같은 민주화를 주장하는 시민들의 시위가 전국으로 확산되었고 결국 대통령 직선제 개헌이 이루어졌다.,127,1987년에 시민들이 주장한 민주화 요구 중 하나는 무엇인가?,"1. 대통령 직선제
2. 국회의 국정감사권
3. 행정부의 권력 감소
4. 국회의 권력 증가
",대통령 직선제,20
또한 국회의 국정감사권 등과 같이 행정부를 견제할 수 있는 제도가 부활하면서 행정부의 권력과 국회의 권력이 이전보다 균형을 이루게 되었다.,128,행정부를 견제할 수 있는 제도의 부활이 이루어진 시기는 언제인가?,"1. 1980년대 초
2. 1980년대 중반
3. 1980년대 말
4. 1990년대 초
",1980년대 말,20
1987년 6월 대통령 직선제 등과 같은 민주화를 주장하는 시민들의 시위가 전국으로 확산되었고 결국 대통령 직선제 개헌이 이루어졌다.,129,1987년에 전국으로 확산된 시민들의 시위의 주요 요구사항은 무엇인가?,"1. 대통령 직선제
2. 국회의 국정감사권
3. 행정부의 권력 감소
4. 국회의 권력 증가
",대통령 직선제,20
한국에서는 선거를 어떻게 할까? 민주주의 국가에서 선거는 정치에 참여하는 기본적인 방법으로 국민이 자신을 대표할 사람을 직접 뽑는 것을 말한다.,940,한국에서 선거는 어떤 방법으로 진행되는가?,"1. 국민이 자신을 대표할 사람을 직접 뽑는 방법
2. 정부가 대표를 지정하는 방법
3. 외국인이 대표를 지정하는 방법
4. 왕이 대표를 지정하는 방법
",국민이 자신을 대표할 사람을 직접 뽑는 방법,21
한국에서 투표를 할 수 있는 권리인 선거권은 만 19세 이상의 대한민국 국민에게 주어진다.,941,한국에서 선거권이 주어지는 나이는 몇 세인가?,"1. 18세
2. 19세
3. 20세
4. 21세
",19세,21
한국의 선거는 보통·평등·직접·비밀선거라는 4대 선거원칙에 따라 치러진다.,942,한국의 선거는 어떤 원칙에 따라 치러지는가?,"1. 보통·평등·직접·비밀선거
2. 보통·평등·간접·비밀선거
3. 보통·불평등·직접·비밀선거
4. 보통·평등·직접·공개선거
",보통·평등·직접·비밀선거,21
"외국인은 한국 국민이 아니기 때문에 한국 국민과 동등한 참정권을 가질 수 없으며, 대통령 선거나 국회의원 선거와 같이 국민의 대표를 뽑는 선거에서는 후보로 나갈 수도 없고 투표도 할 수 없다.",943,외국인은 한국의 어떤 선거에 참여할 수 없는가?,"1. 대통령 선거와 국회의원 선거
2. 지방자치단체 선거
3. 학생회 선거
4. 아파트 관리위원회 선거
",대통령 선거와 국회의원 선거,21
투표일을 기준으로 영주권을 얻은 뒤 3년이 지난 만 19세 이상의 외국인 중 지방자치단체의 외국인등록대장에 올라 있는 사람이라면 누구나 지역 주민의 대표를 뽑는 선거에서 투표를 할 수 있다.,944,한국에서 외국인이 지역 주민의 대표를 뽑는 선거에 투표할 수 있는 조건은 무엇인가?,"1. 영주권을 얻은 뒤 3년이 지난 만 19세 이상의 외국인
2. 영주권을 얻은 뒤 1년이 지난 만 19세 이상의 외국인
3. 영주권을 얻은 뒤 5년이 지난 만 19세 이상의 외국인
4. 영주권을 얻은 뒤 10년이 지난 만 19세 이상의 외국인
",영주권을 얻은 뒤 3년이 지난 만 19세 이상의 외국인,21
한국은 아시아에서 최초로 외국인 영주권자를 ‘주민’으로 인정하여 지방선거투표권과 주민투표권 및 주민소환권을 부여한 나라이기도 하다.,945,한국은 아시아에서 어떤 점에서 최초인가?,"1. 외국인 영주권자를 ‘주민’으로 인정하여 지방선거투표권과 주민투표권 및 주민소환권을 부여한 나라
2. 외국인 영주권자를 ‘주민’으로 인정하여 대통령 선거투표권을 부여한 나라
3. 외국인 영주권자를 ‘주민’으로 인정하여 국회의원 선거투표권을 부여한 나라
4. 외국인 영주권자를 ‘주민’으로 인정하여 학생회 선거투표권을 부여한 나라
",외국인 영주권자를 ‘주민’으로 인정하여 지방선거투표권과 주민투표권 및 주민소환권을 부여한 나라,21
한국의 지방자치제는 지역 주민이 스스로 자기 지역의 대표자를 뽑아서 지역의 정치를 담당하도록 하는 제도이다.,946,한국의 지방자치제는 어떤 제도인가?,"1. 지역 주민이 스스로 자기 지역의 대표자를 뽑아서 지역의 정치를 담당하도록 하는 제도
2. 정부가 지역의 대표자를 지정하여 지역의 정치를 담당하도록 하는 제도
3. 외국인이 지역의 대표자를 지정하여 지역의 정치를 담당하도록 하는 제도
4. 왕이 지역의 대표자를 지정하여 지역의 정치를 담당하도록 하는 제도
",지역 주민이 스스로 자기 지역의 대표자를 뽑아서 지역의 정치를 담당하도록 하는 제도,21
보통선거는 국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 관계 없이 누구나 선거에 참여할 수 있다는 것이다.,947,보통선거란 무엇인가?,"1. 국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 관계 없이 누구나 선거에 참여할 수 있다는 것
2. 국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 따라 선거에 참여할 수 있다는 것
3. 국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 관계 없이 선거에 참여할 수 없다는 것
4. 국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 따라 선거에 참여할 수 없다는 것
",국민으로서 만 19세가 되면 성별·재산·학력·권력·종교 등에 관계 없이 누구나 선거에 참여할 수 있다는 것,21
평등선거는 성별·재산·학력·권력·종교 등의 조건에 관계없이 공평하게 한 표씩 투표한다는 것이다.,948,평등선거란 무엇인가?,"1. 성별·재산·학력·권력·종교 등의 조건에 관계없이 공평하게 한 표씩 투표한다는 것
2. 성별·재산·학력·권력·종교 등의 조건에 따라 공평하게 한 표씩 투표한다는 것
3. 성별·재산·학력·권력·종교 등의 조건에 관계없이 공평하게 여러 표를 투표한다는 것
4. 성별·재산·학력·권력·종교 등의 조건에 따라 공평하게 여러 표를 투표한다는 것
",성별·재산·학력·권력·종교 등의 조건에 관계없이 공평하게 한 표씩 투표한다는 것,21
직접선거는 선거권을 가진 국민들이 직접 투표하여 자신의 대표를 뽑는다는 것이다.,949,직접선거란 무엇인가?,"1. 선거권을 가진 국민들이 직접 투표하여 자신의 대표를 뽑는다는 것
2. 선거권을 가진 국민들이 간접적으로 투표하여 자신의 대표를 뽑는다는 것
3. 선거권을 가진 국민들이 직접 투표하여 다른 사람의 대표를 뽑는다는 것
4. 선거권을 가진 국민들이 간접적으로 투표하여 다른 사람의 대표를 뽑는다는 것
",선거권을 가진 국민들이 직접 투표하여 자신의 대표를 뽑는다는 것,21
한국은 아시아에서 최초로 외국인 영주권자를 ‘주민’으로 인정하여 지방선거투표권과 주민투표권 및 주민소환권을 부여한 나라이기도 하다.,950,한국은 아시아에서 어떤 점에서 최초인가요?,"1. 외국인 영주권자를 주민으로 인정
2. 외국인에게 투표권을 부여
3. 외국인에게 주민소환권을 부여
4. 외국인에게 지방선거투표권을 부여
",외국인 영주권자를 주민으로 인정,21
지방자치제는 중앙정부의 권력 남용을 막을 수 있고 지역 주민이 지역의 정치에 직접 참여할 수 있다는 장점이 있다.,951,지방자치제의 장점은 무엇인가요?,"1. 지역 주민이 지역의 정치에 직접 참여
2. 중앙정부의 권력 남용을 막을 수 있음
3. 지역 주민이 지역의 일에 대해 책임감을 가짐
4. 모두
",모두,21
"지방의회 의원과 지방자치단체장(도지사, 시장, 군수 등)은 지방선거를 통해 선출되며 임기는 4년이고 최대 세 번까지 할 수 있다.",952,지방의회 의원과 지방자치단체장의 임기는 얼마나 되나요?,"1. 2년
2. 3년
3. 4년
4. 5년
",4년,21
한국의 지방자치단체는 크게 광역자치 단체와 기초자치단체로 구분된다.,953,한국의 지방자치단체는 어떻게 구분되나요?,"1. 광역자치 단체와 기초자치단체
2. 도시와 시골
3. 대도시와 소도시
4. 지방과 중앙
",광역자치 단체와 기초자치단체,21
"광역자치 단체로는 2016년 기준으로, 1개의 특별시, 6개의 광역시, 1개의 특별자치시, 8개의 도, 그리고 1개의 특별자치도가 있다.",954,2016년 기준 광역자치 단체로는 몇 개의 특별시가 있나요?,"1. 1개
2. 2개
3. 3개
4. 4개
",1개,21
"기초자치 단체는 특별시와 광역시를 제외한 시와 군, 구 등으로 구분된다.",955,기초자치 단체는 어떤 것들로 구분되나요?,"1. 특별시와 광역시
2. 시와 군, 구
3. 도와 시
4. 특별시와 도
","시와 군, 구",21
"사전투표는 어떻게 할까? 한국에서는 대통령이나 국회의원 또는 지방자치단체장, 지방의회의원 등 국민 또는 주민의 대표들을 선거를 통해서 뽑는다.",956,한국에서는 어떤 대표들을 선거를 통해 뽑나요?,"1. 대통령과 국회의원
2. 지방자치단체장과 지방의회의원
3. 국민 또는 주민의 대표
4. 모두
",모두,21
일반적으로 사전 투표는 선거일 5일 전에 시작해서 2일 동안 실시된다.,957,사전 투표는 언제 시작하나요?,"1. 선거일 2일 전
2. 선거일 3일 전
3. 선거일 4일 전
4. 선거일 5일 전
",선거일 5일 전,21
그 기간 동안 전국에 설치된 사전 투표소 중 자신이 가기 편리한 곳에 가서 투표를 하면 된다.,958,사전 투표는 어디에서 할 수 있나요?,"1. 선거관리위원회에서
2. 자신이 가기 편리한 사전 투표소에서
3. 자신이 속한 지역의 투표소에서
4. 모든 공공기관에서
",자신이 가기 편리한 사전 투표소에서,21
별도의 신고 절차는 없지만 신분증을 가지고 가야 한다.,959,사전 투표를 위해 반드시 필요한 것은 무엇인가요?,"1. 신분증
2. 투표용지
3. 사전 투표 신청서
4. 주민등록증
",신분증,21
한국의 행정부는 어떻게 구성되어 있을까? 민주주의 국가에서는 국가 권력이 어느 한 기관에 집중되지 않고 적절한 균형을 이룰 수 있도록 권력을 나누어 놓고 있다.,0,한국의 국가 권력은 어떻게 나누어져 있나요?,"1. 행정부, 입법부, 사법부
2. 행정부, 입법부, 경찰부
3. 행정부, 사법부, 경찰부
4. 행정부, 입법부, 국방부
","행정부, 입법부, 사법부",22
행정부의 최고 책임자는 대통령이다.,1,행정부의 최고 책임자는 누구인가요?,"1. 국회의원
2. 국무총리
3. 대통령
4. 사법부 장관
",대통령,22
선거를 통해 선출되고 있는 대통령의 임기는 5년이고 중임은 허용되지 않는다.,2,한국의 대통령 임기는 얼마나 되나요?,"1. 4년
2. 5년
3. 6년
4. 7년
",5년,22
국무총리는 행정부의 2인자로서 대통령을 도와 행정부의 여러 정책을 종합적으로 관리하는 역할을 맡는다.,3,국무총리의 주요 역할은 무엇인가요?,"1. 대통령을 대신하여 나라를 대표하는 것
2. 행정부의 여러 정책을 종합적으로 관리하는 것
3. 국회에서 법을 만드는 것
4. 사법부를 관리하는 것
",행정부의 여러 정책을 종합적으로 관리하는 것,22
청와대는 푸른색 지붕을 가진 집이라는 뜻이다.,4,청와대의 뜻은 무엇인가요?,"1. 흰색 지붕을 가진 집
2. 푸른색 지붕을 가진 집
3. 빨간색 지붕을 가진 집
4. 검은색 지붕을 가진 집
",푸른색 지붕을 가진 집,22
"청와대는 대통령이 일을 보는 곳, 퇴근 후 쉬는 곳, 대통령을 돕는 비서들이 있는 곳, 손님이나 기자들이 머무는 곳 등으로 이루어져 있다.",5,청와대는 어떤 역할을 하는 곳인가요?,"1. 대통령이 일을 보는 곳
2. 대통령이 쉬는 곳
3. 비서들이 있는 곳
4. 모든 위의 항목
",모든 위의 항목,22
따라서 법을 만드는 역할이 매우 중요한데 이 일을 담당하는 곳을 입법부라고 한다.,6,법을 만드는 역할을 담당하는 부서는 무엇인가요?,"1. 행정부
2. 입법부
3. 사법부
4. 경찰부
",입법부,22
한국에 서는 국회가 입법부의 역할을 담당하고 있다.,7,한국에서 입법부의 역할을 담당하는 기관은 무엇인가요?,"1. 국무회의
2. 국무총리
3. 국회
4. 대법원
",국회,22
국회에서 법을 만드는 국회의원의 임기는 4년이며,8,국회의원의 임기는 얼마나 되나요?,"1. 2년
2. 3년
3. 4년
4. 5년
",4년,22
"행정부에는 법무부, 교육부, 안전행정부 등과 같은 여러 기관이 있고 각 기관은 장관을 중심으로 국민의 삶에 영향을 주는 여러 가지 정책을 집행하고 있다.",9,행정부 내에는 어떤 기관들이 있나요?,"1. 법무부, 교육부, 안전행정부
2. 국방부, 경찰청, 국세청
3. 국회, 대법원, 청와대
4. 국무회의, 국무총리, 대통령
","법무부, 교육부, 안전행정부",22
행정부가 나라 안팎의 여러 가지 일을 처리할 때는 정해진 법에 따라야 한다.,10,행정부가 나라 안팎의 일을 처리할 때 따라야 하는 것은 무엇인가?,"1. 국민의 뜻
2. 정해진 법
3. 헌법
4. 대통령의 지시
",정해진 법,22
한국에 서는 국회가 입법부의 역할을 담당하고 있다.,11,한국에서 입법부의 역할을 담당하는 기관은 무엇인가?,"1. 행정부
2. 사법부
3. 국회
4. 헌법재판소
",국회,22
국회에서 법을 만드는 국회의원의 임기는 4년이며 대통령과 달리 여러 번 선출될 수 있다.,12,국회의원의 임기는 얼마인가?,"1. 2년
2. 4년
3. 5년
4. 6년
",4년,22
국회의원은 지역구 국회의원과 비례대표 국회의원으로 구분된다.,13,국회의원은 어떤 두 가지로 구분되는가?,"1. 지역구 국회의원과 비례대표 국회의원
2. 여성 국회의원과 남성 국회의원
3. 당선 국회의원과 불출마 국회의원
4. 정당 소속 국회의원과 무소속 국회의원
",지역구 국회의원과 비례대표 국회의원,22
한국에서 사법부의 역할을 담당하는 곳은 법원이며 재판을 통해 판결을 내리는 사람을 판사라고 부른다.,14,한국에서 법을 해석하고 적용하여 분쟁을 해결하는 기관은 무엇인가?,"1. 국회
2. 행정부
3. 법원
4. 헌법재판소
",법원,22
"법원의 종류에는 대법원, 고등법원, 지방법원, 가정법원 등이 있다.",15,법원의 종류에 어떤 것들이 포함되어 있는가?,"1. 대법원, 고등법원, 지방법원, 가정법원
2. 헌법재판소, 행정법원, 가정법원, 지방법원
3. 대법원, 헌법재판소, 지방법원, 가정법원
4. 대법원, 행정법원, 지방법원, 가정법원
","대법원, 고등법원, 지방법원, 가정법원",22
한국에서는 헌법재판소가 이 역할을 담당하고 있다.,16,한국에서 헌법을 해석하고 판단하는 기관은 무엇인가?,"1. 국회
2. 행정부
3. 법원
4. 헌법재판소
",헌법재판소,22
"헌법재판소에는 9명의 헌법재판관이 있으며, 이들의 결정은 최고의 권위를 지니고 있다.",17,헌법재판소에는 몇 명의 헌법재판관이 있는가?,"1. 7명
2. 8명
3. 9명
4. 10명
",9명,22
대한민국 헌법에는 국민들의 기본적인 권리 및 국가 기관 구성과 같은 핵심적인 내용들이 담겨 있다.,18,대한민국 헌법에는 어떤 핵심적인 내용들이 담겨 있는가?,"1. 국민들의 기본적인 권리 및 국가 기관 구성
2. 국민들의 기본적인 의무 및 국가 기관 구성
3. 국민들의 기본적인 권리 및 국가의 경제 정책
4. 국민들의 기본적인 의무 및 국가의 경제 정책
",국민들의 기본적인 권리 및 국가 기관 구성,22
"헌법은 국가를 다스리는 기본 원칙을 담고 있는 최고의 법으로, 모든 법은 헌법을 따라야 한다.",19,모든 법이 따라야 하는 최고의 법은 무엇인가?,"1. 행정법
2. 민법
3. 형법
4. 헌법
",헌법,22
"또한, 각종 선거에 출마하여 자신이 직접 대표자가 될 수도 있다.",270,어떤 방법으로 자신이 직접 대표자가 될 수 있는가?,"1. 집회·시위를 통해
2. 언론을 통해
3. 각종 선거에 출마하여
4. 인터넷을 통해
",각종 선거에 출마하여,23
집회·시위는 공공장소에서 다른 사람들에게 자신의 의견이나 주장을 알리는 방법이다.,271,집회·시위의 주 목적은 무엇인가?,"1. 다른 사람들에게 자신의 의견이나 주장을 알리는 것
2. 대표자가 되는 것
3. 인터넷을 활용하는 것
4. 언론을 통해 의견을 알리는 것
",다른 사람들에게 자신의 의견이나 주장을 알리는 것,23
TV나 신문 같은 대중 매체는 매일 많은 사람들이 접하기 때문에 각자의 주장을 널리 알리는 데 유용하다.,272,TV나 신문 같은 대중 매체의 주된 활용 방법은 무엇인가?,"1. 각자의 주장을 널리 알리는 것
2. 1인 시위를 하는 것
3. 선거에 출마하는 것
4. 인터넷 게시판이나 SNS를 활용하는 것
",각자의 주장을 널리 알리는 것,23
인터넷 게시판이나 SNS 등을 통해 자신의 생각을 다른 사람들에게 알리고 공유할 수 있다.,273,인터넷 게시판이나 SNS를 통해 어떤 행동을 할 수 있는가?,"1. 자신의 생각을 다른 사람들에게 알리고 공유하는 것
2. 대중 매체를 활용하는 것
3. 선거에 출마하는 것
4. 집회·시위를 하는 것
",자신의 생각을 다른 사람들에게 알리고 공유하는 것,23
적극적인 정치참여로 내 권리는 내가 지켜요 최근 한국에서는 다양한 방법의 정치참여가 이루어지고 있다.,274,한국에서 최근 어떤 참여가 이루어지고 있는가?,"1. 적극적인 정치참여
2. 대중 매체를 통한 참여
3. 인터넷을 통한 참여
4. 선거에 출마하는 참여
",적극적인 정치참여,23
"서울도시철도공사, 지하철역에 엘리베이터 추가 설치하기로 광화문역은 서울의 대표적인 중심지에 위치한 지하철역으로 근처에 광화문광장과 시청광장 및 많은 직장이 있어서 매일 많은 사람들이 오가는 곳이다.",275,광화문역은 어디에 위치해 있는가?,"1. 서울의 대표적인 중심지
2. 서울의 외곽지역
3. 서울의 남부지역
4. 서울의 북부지역
",서울의 대표적인 중심지,23
이를 해결하기 위해 ‘광화문역 엘리베이터 설치 시민모임’이 결성되었다.,276,광화문역의 문제를 해결하기 위해 어떤 모임이 결성되었는가?,"1. 광화문역 엘리베이터 설치 시민모임
2. 광화문역 엘리베이터 제거 시민모임
3. 광화문역 엘리베이터 수리 시민모임
4. 광화문역 엘리베이터 이용 시민모임
",광화문역 엘리베이터 설치 시민모임,23
"서울도시철도공사는 시민들의 의견을 받아들여 5~8호선 24개 지하철역에 엘리베이터 10대와 에스컬레이터 44대를 추가로 설치해 장애인, 노약자 등",277,서울도시철도공사는 어떤 호선의 지하철역에 엘리베이터와 에스컬레이터를 추가로 설치하였는가?,"1. 1~4호선
2. 5~8호선
3. 9~12호선
4. 13~16호선
",5~8호선,23
